ttd_drug_id,trade_name,company,therapeutic_class,drug_type,highest_status
D0Q1YX,,Simcere Pharmaceutical Group,,,Investigative
D0Q1ZD,,Ohio State University,,,Investigative
D0Q2CM,,Rottapharm Madaus,,,Investigative
D0Q2IV,,Therion Biologics,,,Investigative
D0Q2RJ,,Rottapharm Madaus,,,Investigative
D0Q2UW,,InDex Pharmaceuticals AB,,,Investigative
D0Q2VA,,Endotis Pharma,,,Investigative
D0Q2XN,,HerbalScience LLC,,,Investigative
D0Q2ZQ,,Visterra Inc,,,Investigative
D0Q3OM,,Sanwa Kagaku Kenkyusho Co Ltd,,,Investigative
D0Q3TF,,Avanti Therapeutics,,,Investigative
D0Q3WW,,Boston Biomedical Inc,,,Investigative
D0Q3XN,,Kyungpook National University,,,Investigative
D0Q4AR,,Arisaph Pharmaceuticals Inc,,,Investigative
D0Q4BQ,,Santen Pharmaceutical Co Ltd,,,Investigative
D0Q4BX,,Technophage SA,,,Investigative
D0Q4FA,,Pharmaxon,,,Investigative
D0Q4GT,,Piramal Life Sciences Ltd,,,Investigative
D0Q4HA,,Edgemont Pharmaceuticals LLC,,,Investigative
D0Q4IE,,Ambrx Inc,,,Investigative
D0Q4TW,,SCYNEXIS Inc,,,Investigative
D0Q4XG,,PROLOR Biotech Inc,,,Investigative
D0Q5FT,,Phage Pharmaceuticals Inc,,,Investigative
D0Q5TW,,Thrombotargets Corp,,,Investigative
D0Q5VC,,Bioarctic Neuroscience AB,,,Investigative
D0Q5XM,,,,Small molecular drug,Investigative
D0Q6AE,,Epistem Holdings plc,,,Investigative
D0Q6DV,,Synthonics Inc,,,Investigative
D0Q6EA,,Schering-Plough Corp,,,Investigative
D0Q6JY,,Anthera Pharmaceuticals Inc,,,Investigative
D0Q6KV,,Spirogen Ltd,,,Investigative
D0Q6MQ,,Compugen Ltd,,,Investigative
D0Q6OL,,KineMed Inc,,,Investigative
D0Q6RX,,INCELL Corp,,,Investigative
D0Q6YT,,Maroon Biotech Corp,,,Investigative
D0Q7AZ,,Sequoia Sciences Inc,,,Investigative
D0Q7MI,,Kemin Pharma Europe,,,Investigative
D0Q7OB,,RESprotect GmbH,,,Investigative
D0Q7OR,,Defyrus Inc,,,Investigative
D0Q7RJ,,SeaLife Pharma GmbH,,,Investigative
D0Q7RV,,GlaxoSmithKline plc,,,Investigative
D0Q7TI,,Human Genome Sciences Inc,,,Investigative
D0Q7XA,,Lentigen Corp,,,Investigative
D0Q7XS,,LEO Pharma A/S,,,Investigative
D0Q8CA,,Molecular Express Inc,,,Investigative
D0Q8GX,,Receptor BioLogix Inc,,,Investigative
D0Q8PJ,,NovaLead Pharma,,,Investigative
D0Q8QR,,GTx Inc,,,Investigative
D0Q8RH,,NovelMed Therapeutics Inc,,,Investigative
D0Q8SI,,SOM Biotech SL,,,Investigative
D0Q8SN,,Endocrine Technology LLC,,,Investigative
D0Q8TI,,Funxional Therapeutics Ltd,,,Investigative
D0Q8TX,,,Analgesics,,Investigative
D0Q8YI,,Neovacs SA,,,Investigative
D0Q8YU,,Orexo AB,,,Investigative
D0Q8ZP,,ALS Therapy Development Foundation Inc,,,Investigative
D0Q9BV,,Jina Pharmaceuticals Inc,,,Investigative
D0Q9DL,,Percipio Biotherapeutics Inc,,,Investigative
D0Q9GJ,,Meabco A/S,,,Investigative
D0Q9IP,,Pain Therapeutics Inc,,,Investigative
D0Q9MN,,CoLucid Pharmaceuticals Inc,,,Investigative
D0Q9PP,,Navigen Pharmaceuticals Inc,,,Investigative
D0Q9RW,,HanAll Biopharma Co Ltd,,,Investigative
D0Q9UL,,Apitope Technology (Bristol) Ltd,,,Investigative
D0Q9VS,,University College London,,,Investigative
D0Q9VW,,Alios BioPharma Inc,,,Investigative
D0QA0B,,Ardelyx Inc,,,Investigative
D0QA1M,,Mt Cook Pharma,,,Investigative
D0QA7X,,Apogenix GmbH,,,Investigative
D0QB6M,,NeED Pharmaceuticals Srl,,,Investigative
D0QC6Z,,Galleon Pharmaceuticals LLC,,,Investigative
D0QE8K,,MD Anderson Cancer Center,,,Investigative
D0QE9F,,Piramal Life Sciences Ltd,,,Investigative
D0QG3E,,Center for Genetic Engineering and Biotechnology,,,Investigative
D0QI0Z,,Indigene Pharmaceuticals Inc,,,Investigative
D0QI1O,,Stemline Therapeutics Inc,,,Investigative
D0QI6W,,Shanghai Hengrui Pharmaceutical Co Ltd,,,Investigative
D0QJ4M,,,,Peptide,Investigative
D0QJ4Y,,Resverlogix Corp,,,Investigative
D0QJ9Z,,MiRagen Therapeutics Inc,,,Investigative
D0QM3Q,,Elevation Pharmaceuticals,,,Investigative
D0QM6Y,,Inhibikase Therapeutics,,,Investigative
D0QN3Q,,Santaris Pharma A/S,,,Investigative
D0QR3J,,LegoChem Bioscience Inc,,,Investigative
D0QR8B,,Sirnaomics Inc,,,Investigative
D0QT9B,,Lipocine Inc,,,Investigative
D0QW1V,,Madeleine Pharmaceuticals Pty Ltd,,,Investigative
D0QX0H,,GTx Inc,,,Investigative
D0QZ9D,,Geron Corp,,,Investigative
D0R0AO,,MorphoSys AG,,,Investigative
D0R0BJ,,GenVec,,,Investigative
D0R0FU,,Pharmaxis Ltd,,,Investigative
D0R0PC,,Hansa Medical AB,,,Investigative
D0R0UW,,Salix Pharmaceuticals,,,Investigative
D0R1DX,,Rigel Pharmaceuticals Inc,,,Investigative
D0R1HK,,University of Alabama,,,Investigative
D0R1RK,,,Analgesics,,Investigative
D0R1RQ,,Jinan University,,,Investigative
D0R1RV,,Zambon Co SpA,,,Investigative
D0R1YJ,,AfaSci Inc,,,Investigative
D0R2MG,,Helix BioMedix Inc,,,Investigative
D0R2MQ,,Burroughs Wellcome Inc,,,Investigative
D0R2PR,,Molecular Targeting Technologies Inc,,,Investigative
D0R2YD,,Aduro BioTech Inc,,,Investigative
D0R3DT,,Affitech A/S,,,Investigative
D0R3GE,,AngioChem Inc,,,Investigative
D0R3IK,,Epitomics Inc,,,Investigative
D0R3JO,,Prolong Pharmaceuticals Inc,,,Investigative
D0R3KN,,Meiji Seika Kaisha Ltd,,,Investigative
D0R3LH,,Tokyo University,,,Investigative
D0R3MA,,IoGenetics Inc,,,Investigative
D0R3NR,,Philipps-Universitat Marburg,,,Investigative
D0R3OQ,,Bionevia Pharmaceuticals Inc,,,Investigative
D0R3YT,,Lipocine Inc,,,Investigative
D0R4NJ,,Daewon Pharm Co Ltd,,,Investigative
D0R4SE,,Funxional Therapeutics Ltd,,,Investigative
D0R5IS,,FAES Farma SA,,,Investigative
D0R5JP,,Nabriva Therapeutics AG,,,Investigative
D0R5NB,,4SC AG,,,Investigative
D0R5PP,,Pieris AG,,,Investigative
D0R5TZ,,Simcere Pharmaceutical Group,,,Investigative
D0R5UR,,Allist Pharmaceutical Inc,,,Investigative
D0R5XL,,Caprion Pharmaceuticals Inc,,,Investigative
D0R6GB,,Ahn-Gook Pharmaceuticals Co Ltd,,,Investigative
D0R6GO,,,,Small molecule immunotherapy,Investigative
D0R6ZB,,BioLineRx Ltd,,,Investigative
D0R7FS,,Beta Pharma Inc,,,Investigative
D0R7LX,,F Hoffmann-La Roche Ltd,,,Investigative
D0R7NP,,Impel NeuroPharma,,,Investigative
D0R8CA,,NovelMed Therapeutics Inc,,,Investigative
D0R8CN,,Seneb Biosciences Inc,,,Investigative
D0R8JN,,Angelini Pharmaceuticals SpA,,,Investigative
D0R8KF,,Sirnaomics Inc,,,Investigative
D0R8VU,,Lipoxen plc,,,Investigative
D0R9IL,,Cytokinetics Inc,,,Investigative
D0R9UO,,Panacea Pharmaceuticals Inc,,,Investigative
D0R9UQ,,Hanmi Pharmaceutical Co Ltd,,,Investigative
D0R9XX,,TissueGene Inc,,,Investigative
D0RB2H,,ProMetic Life Sciences Inc,,,Investigative
D0RC3L,,HanAll Biopharma Co Ltd,,,Investigative
D0RD6X,,Juvaris BioTherapeutics Inc,,,Investigative
D0RH0J,,University of Nevada,,,Investigative
D0RK8E,,Neurimmune Therapeutics AG,,,Investigative
D0RL4T,,TDA Research Inc,,,Investigative
D0RR9O,,New York University,,,Investigative
D0RV8L,,Prosetta Antiviral Inc,,,Investigative
D0RW9P,,NanoViricides Inc,,,Investigative
D0S0CW,,Therimunex,,,Investigative
D0S0DY,,Onco-Pharmakon Inc,,,Investigative
D0S0RE,,Genmab A/S,,,Investigative
D0S0RX,,Avanti Therapeutics,,,Investigative
D0S0TR,,Pharmagenesis Inc,,,Investigative
D0S1HX,,Taiho Pharmaceutical Co Ltd,,,Investigative
D0S1JV,,AnaMar Medical AB,,,Investigative
D0S1ZY,,University of Washington,,,Investigative
D0S2BL,,Cornerstone Therapeutics Inc,,,Investigative
D0S2MQ,,Pulmatrix Inc,,,Investigative
D0S2QP,,Cognosci Inc,,,Investigative
D0S2RZ,,Xel Pharmaceuticals Inc,,,Investigative
D0S3EF,,CardioVascular BioTherapeutics Las Vegas; NV,,,Investigative
D0S3HR,,ARigen Pharmaceuticals Inc,,,Investigative
D0S3IG,,Schering-Plough Corp,,,Investigative
D0S3LF,,Molecules for Health Inc,,,Investigative
D0S3PX,,Bionex Pharmaceuticals Llc,,,Investigative
D0S3QK,,JW Pharmaceutical Corp,,,Investigative
D0S3UH,,Suven Life Sciences Ltd,,,Investigative
D0S3YG,,Senex Biotechnology Inc,,,Investigative
D0S4BP,,Deciphera Pharmaceuticals Inc,,,Investigative
D0S4GR,,ET Vaccine Technology Inc,,,Investigative
D0S4IK,,Phytomedics Inc,,,Investigative
D0S4MX,,MiRagen Therapeutics Inc,,,Investigative
D0S4NZ,,Avineuro Pharmaceuticals Inc,,,Investigative
D0S4OH,,Molecular Templates Inc,,,Investigative
D0S4PZ,,SWITCH Biotech LLC,,,Investigative
D0S4RB,,ITherX Pharmaceuticals Inc,,,Investigative
D0S4RR,,American Gene Technologies,,,Investigative
D0S5MJ,,Cleveland Clinic Foundation,,,Investigative
D0S5NN,,American BioScience Inc,,,Investigative
D0S5TT,,Acceleron Pharma Inc,,,Investigative
D0S6AH,,HMGene Inc,,,Investigative
D0S6CD,,NPS Pharmaceuticals Inc,,,Investigative
D0S6MA,,Orchid Chemicals & Pharmaceuticals Ltd,,,Investigative
D0S6NH,,SmithKline Beecham plc,,,Investigative
D0S6NJ,,Tamir Biotechnology Inc,,,Investigative
D0S6OY,,Dompe Farmaceutici SpA,,,Investigative
D0S6QJ,,C10 Pharma,,,Investigative
D0S6SP,,Bradford Pharma Ltd,,,Investigative
D0S6UH,,B & C Biopharm,,,Investigative
D0S6WW,,H Lee Moffitt Cancer Center and Research Institute,,,Investigative
D0S6YO,,,Analgesics,,Investigative
D0S7CP,,Prana Biotechnology Ltd,,,Investigative
D0S7HW,,Vasade Biosciences Inc,,,Investigative
D0S7QB,,Johnson & Johnson,,,Investigative
D0S7XR,,University of Liege,,,Investigative
D0S8BU,,,,Aptamer,Investigative
D0S8MN,,Amsterdam Molecular Therapeutics BV,,,Investigative
D0S8RN,,ImmunoBiosciences Inc,,,Investigative
D0S9HV,,Antipodean Pharmaceuticals Inc,,,Investigative
D0S9PV,,University of Southern California,,,Investigative
D0S9VG,,Conformetrix,,,Investigative
D0S9YP,,Zacharon Pharmaceuticals Inc,,,Investigative
D0SB0X,,Celentyx Ltd,,,Investigative
D0SB8E,,Unitech Pharmaceuticals Inc,,,Investigative
D0SD8V,,ALS Therapy Development Foundation Inc,,,Investigative
D0SI1Z,,Lascco SA,,,Investigative
D0SK9J,,Anacor Pharmaceuticals Inc,,,Investigative
D0SL4P,,Ensoltek Co Ltd,,,Investigative
D0SM6Y,,Microbial Novoteqs Inc,,,Investigative
D0SN0U,,Kotobuki Pharmaceutical Co Ltd,,,Investigative
D0SO0U,,Pfizer Inc,,,Investigative
D0SO1Z,,PharmaNova Inc,,,Investigative
D0SO4M,,ISA Pharmaceuticals BV,,,Investigative
D0SP5Q,,Portola Pharmaceuticals Inc,,,Investigative
D0SR3T,,Novartis AG,,,Investigative
D0SV6V,,Pacific Pharmaceuticals Co Ltd,,,Investigative
D0SW8L,,LG Life Sciences Ltd,,,Investigative
D0SY2O,,Angion Biomedica Corp,,,Investigative
D0SZ8Q,,Cascade Therapeutics Inc,,,Investigative
D0T0BA,,Celentyx Ltd,,,Investigative
D0T0BP,,Immunobiology Ltd,,,Investigative
D0T0IE,,InSite Vision Inc,,,Investigative
D0T0KQ,,Selcia Ltd,,,Investigative
D0T0LR,,MSM Protein Technologies,,,Investigative
D0T0MY,,DormaTarg Inc,,,Investigative
D0T0PU,,Oxford BioMedica plc,,,Investigative
D0T0RU,,Calmune Corp,,,Investigative
D0T0UM,,Erimos Pharmaceutical LLC,,,Investigative
D0T0VZ,,Xention Ltd,,,Investigative
D0T1AO,,Mystic Pharmaceuticals Inc,,,Investigative
D0T1EU,,NeoDiagnostic Research Ltd,,,Investigative
D0T1LX,,BioChemics Inc,,,Investigative
D0T1MI,,Impel NeuroPharma,,,Investigative
D0T1OR,,Biorunx Co Ltd,,,Investigative
D0T1RJ,,MicroDose Therapeutx Inc,,,Investigative
D0T1UH,,Recordati SpA,,,Investigative
D0T2GP,,Deciphera Pharmaceuticals Inc,,,Investigative
D0T2NG,,SOM Biotech SL,,,Investigative
D0T2PT,,Vaxil BioTherapeutics Ltd,,,Investigative
D0T2SK,,Renuvia Pharmaceuticals,,,Investigative
D0T2ST,,InfiMed Therapeutics Inc,,,Investigative
D0T2UB,,MD Anderson Cancer Center,,,Investigative
D0T3BX,,Cancer Research Technology Ltd,,,Investigative
D0T3CB,,,Analgesics,,Investigative
D0T3KW,,University of Nebraska Medical Center,,,Investigative
D0T3NH,,Microbion Corp,,,Investigative
D0T3VY,,Redbiotec AG,,,Investigative
D0T4CD,,NeuroGeneration Inc,,,Investigative
D0T4EA,,Roswell Park Cancer Institute,,,Investigative
D0T4LT,,Praecis Pharmaceuticals Inc,,,Investigative
D0T4UQ,,GlaxoSmithKline plc,,,Investigative
D0T5FO,,University of Newcastle,,,Investigative
D0T5JG,,ALS Therapy Development Foundation Inc,,,Investigative
D0T5ZM,,Galantos Pharma GmbH,,,Investigative
D0T6AY,,Wintherix LLC,,,Investigative
D0T6FY,,Kwang Dong Pharmaceutical Co Ltd,,,Investigative
D0T6LF,,Pfizer Inc,,,Investigative
D0T6PF,,Imaxio,,,Investigative
D0T6TH,,Evotec AG,,,Investigative
D0T6TQ,,ForHumanTech Co Ltd,,,Investigative
D0T6UW,,The University of Liverpool,,,Investigative
D0T7AE,,Omeros Corp,,,Investigative
D0T7DW,,,,Peptide,Investigative
D0T7FO,,PROLOR Biotech Inc,,,Investigative
D0T7OS,,Advenchen Laboratories LLC,,,Investigative
D0T7PZ,,Vicuron Pharmaceuticals Inc,,,Investigative
D0T7XO,,,,Aptamer,Investigative
D0T8CQ,,Pfizer Inc,,,Investigative
D0T8QM,,MediQuest Therapeutics Inc,,,Investigative
D0T8QY,,Phytomedics Inc,,,Investigative
D0T8RQ,,Semmelweis University,,,Investigative
D0T8TC,,Catena Pharmaceuticals Inc,,,Investigative
D0T9CD,,Bebaas Inc,,,Investigative
D0T9GQ,,Autoimmune Technologies,,,Investigative
D0T9JK,,Vernalis plc,,,Investigative
D0T9LH,,Merrimack Pharmaceuticals Inc,,,Investigative
D0T9PL,,Bioalvo SA,,,Investigative
D0T9YU,,Enantigen Therapeutics Inc,,,Investigative
D0T9YV,,SunTen Phytotech Co Ltd,,,Investigative
D0TA3V,,Adolor Corp,,,Investigative
D0TE8W,,NeuroSearch A/S,,,Investigative
D0TJ9I,,Southern Methodist University,,,Investigative
D0TN0G,,,,Small molecule immunotherapy,Investigative
D0TN0O,,Protect Pharmaceuticals Corp,,,Investigative
D0TO0F,,NovaLead Pharma,,,Investigative
D0TQ9U,,Delenex Therapeutics AG,,,Investigative
D0TS0R,,MacroGenics Inc,,,Investigative
D0TT5I,,FASgen Inc,,,Investigative
D0TU0F,,HealthLinx Ltd,,,Investigative
D0TU7G,,Suven Life Sciences Ltd,,,Investigative
D0TW1Q,,Diakron Pharmaceuticals Inc,,,Investigative
D0TY1U,,ALS Therapy Development Foundation Inc,,,Investigative
D0TY8B,,Nitto Denko Corp,,,Investigative
D0U0GC,,Zambon Co SpA,,,Investigative
D0U0IS,,Medesis Pharma SA,,,Investigative
D0U0JL,,Neorphys,,,Investigative
D0U1BW,,Rockefeller University,,,Investigative
D0U1GM,,Resverlogix Corp,,,Investigative
D0U1HE,,Hoffmann-La Roche Inc,,,Investigative
D0U1TJ,,Nektar Therapeutics,,,Investigative
D0U2DY,,Trophogen Inc,,,Investigative
D0U2EF,,Acorn Biomedical Inc,,,Investigative
D0U2FD,,Loyola University of Chicago,,,Investigative
D0U2GT,,Dharma Biomedical,,,Investigative
D0U2MP,,Beijing Pason Pharmaceuticals Inc,,,Investigative
D0U2OQ,,XBiotech Inc,,,Investigative
D0U2OS,,Genentech Inc,,,Investigative
D0U2QX,,Yamasa Shoyu Co Ltd,,,Investigative
D0U2RR,,NovaLead Pharma,,,Investigative
D0U2XB,,PharmaIN Ltd,,,Investigative
D0U3DE,,Neurotec Pharma SL,,,Investigative
D0U3JZ,,PolyMedix Inc,,,Investigative
D0U3KF,,Nectid Inc,,,Investigative
D0U3RM,,Allon Therapeutics Inc,,,Investigative
D0U3TE,,JADO Technologies GmbH,,,Investigative
D0U3XI,,Fibrotech Therapeutics Pty Ltd,,,Investigative
D0U3YW,,Argenta Discovery Ltd,,,Investigative
D0U4IG,,AviPep Pty,,,Investigative
D0U4JP,,,,Small molecule immunotherapy,Investigative
D0U4JY,,Medbiocom,,,Investigative
D0U4LP,,Lypro Biosciences Inc,,,Investigative
D0U4QQ,,LG Life Sciences Ltd,,,Investigative
D0U4QZ,,Harvard Medical School,,,Investigative
D0U5BV,,Akthelia Pharmaceuticals,,,Investigative
D0U5GX,,CeNeRx BioPharma Inc,,,Investigative
D0U5HY,,ViroMed Co Ltd,,,Investigative
D0U5JJ,,Kylin Therapeutics Inc,,,Investigative
D0U5SU,,Femta Pharmaceuticals Inc,,,Investigative
D0U5VM,,University of North Carolina,,,Investigative
D0U5VX,,TheraSource LLC,,,Investigative
D0U5WB,,University of Pittsburgh,,,Investigative
D0U5ZV,,Amicus Therapeutics Inc,,,Investigative
D0U6NC,,Chodang Pharm Co Ltd,,,Investigative
D0U6PZ,,Universita degli Studi di Siena,,,Investigative
D0U6TV,,Multimeric Biotherapeutics Inc,,,Investigative
D0U6WC,,Romark Laboratories LC,,,Investigative
D0U7CP,,Kinex Pharmaceuticals LLC,,,Investigative
D0U7GA,,Pharming Group NV,,,Investigative
D0U7GE,,Kuros Biosurgery AG,,,Investigative
D0U7IG,,Sosei Group Corp,,,Investigative
D0U8AD,,TLV Pharma Ltd,,,Investigative
D0U8EA,,Servier,,,Investigative
D0U8GH,,Lipocine Inc,,,Investigative
D0U8IF,,,,Small molecular drug,Investigative
D0U8TW,,Shanghai Ambrosia Pharmaceutical Co Ltd,,,Investigative
D0U8WW,,Evanston Hospital Corp,,,Investigative
D0U9AE,,Allinky Biopharma,,,Investigative
D0U9FJ,,Wuhan Katygen Pharmaceuticals Inc,,,Investigative
D0U9QT,,Techno Network Shikoku Co Ltd,,,Investigative
D0U9YV,,OncoMab GmbH,,,Investigative
D0UA0Y,,Deutsches Krebsforschungszentrum,,,Investigative
D0UD5P,,National Health Research Institutes,,,Investigative
D0UI0B,,VentiRx Pharmaceuticals Inc,,,Investigative
D0UI4S,,Pfizer Inc,,,Investigative
D0UM1Y,,Senex Biotechnology Inc,,,Investigative
D0UM7H,,BIAL Group,,,Investigative
D0UO6M,,ReNeuron Group plc,,,Investigative
D0UO7V,,Daewon Pharm Co Ltd,,,Investigative
D0UP0A,,Calmune Corp,,,Investigative
D0UP1U,,Talecris Biotherapeutics Holdings Inc,,,Investigative
D0UP5N,,Wellstat Therapeutics Corp,,,Investigative
D0UR4L,,SIFI Societa Industria Farmaceutica Italiana SpA,,,Investigative
D0US8M,,Biolipox AB,,,Investigative
D0UU4D,,Ensoltek Co Ltd,,,Investigative
D0UX2H,,Human Genome Sciences Inc,,,Investigative
D0UY8U,,SeneXta Therapeutics SA,,,Investigative
D0UZ0X,,Achillion Pharmaceuticals Inc,,,Investigative
D0V0BD,,Genfit SA,,,Investigative
D0V0UX,,CZ BioMed Corp,,,Investigative
D0V1BY,,Epistem Holdings plc,,,Investigative
D0V1CW,,,,Small molecule immunotherapy,Investigative
D0V1DG,,EyeGene Inc,,,Investigative
D0V1ES,,Almac Discovery Ltd,,,Investigative
D0V1KA,,Midatech Ltd,,,Investigative
D0V1KD,,Altacor Ltd,,,Investigative
D0V1NK,,Vernalis plc,,,Investigative
D0V1OG,,GlycoMar Ltd,,,Investigative
D0V1OY,,BioChemics Inc,,,Investigative
D0V1QX,,Children's Hospital Boston,,,Investigative
D0V1TV,,Compugen Ltd,,,Investigative
D0V1UQ,,Ottawa Hospital Research Institute,,,Investigative
D0V1UV,,MerLion Pharmaceuticals Pte Ltd,,,Investigative
D0V1UZ,,Biofrontera Bioscience GmbH,,,Investigative
D0V1VG,,Amarantus BioSciences Inc,,,Investigative
D0V1WL,,Ecole Polytechnique Federale de Lausanne,,,Investigative
D0V2DC,,Trinity College Dublin,,,Investigative
D0V2KD,,Catabasis Pharmaceuticals Inc,,,Investigative
D0V2MB,,Geron Corp,,,Investigative
D0V2PG,,Alder Biopharmaceuticals Inc,,,Investigative
D0V2PK,,PhytoCeutica Inc,,,Investigative
D0V2YE,,Vivia Biotech SL,,,Investigative
D0V2ZH,,Prosetta Antiviral Inc,,,Investigative
D0V3BI,,Hangzhou Adamerck Pharmlabs Inc,,,Investigative
D0V3BS,,Affitech A/S,,,Investigative
D0V3HC,,Amunix Inc,,,Investigative
D0V3HZ,,BioSource Pharm Inc,,,Investigative
D0V3WN,,BioMarin Pharmaceutical Inc,,,Investigative
D0V3ZK,,Genexine Co Ltd,,,Investigative
D0V4DH,,Effective Pharmaceuticals Inc,,,Investigative
D0V4WG,,Vectura Group plc,,,Investigative
D0V4XA,,Athersys Inc,,,Investigative
D0V4YT,,International Stem Cell Corp,,,Investigative
D0V5VA,,Center for Genetic Engineering and Biotechnology,,,Investigative
D0V5YA,,Activus Pharma Co Ltd,,,Investigative
D0V6CY,,Endocrine Technology LLC,,,Investigative
D0V6CZ,,Xigen SA,,,Investigative
D0V6FV,,Cardax Pharmaceuticals Inc,,,Investigative
D0V6GT,,Indena SpA,,,Investigative
D0V6JJ,,Lipopharma Therapeutics SL,,,Investigative
D0V6KL,,Chlorion Pharma Inc,,,Investigative
D0V6KV,,Handok Pharmaceuticals,,,Investigative
D0V6SI,,Respiratorius AB,,,Investigative
D0V6WZ,,PharmaNova Inc,,,Investigative
D0V6ZQ,,Vacciguard Ltd,,,Investigative
D0V7BH,,FibroGen Inc,,,Investigative
D0V7ES,,Dong Kook Pharmaceutical Co Ltd,,,Investigative
D0V7FX,,Molteni Therapeutics Srl,,,Investigative
D0V7HB,,Helix Therapeutics Inc,,,Investigative
D0V7HQ,,AnaptysBio Inc,,,Investigative
D0V7SU,,DiverDrugs SL,,,Investigative
D0V7YG,,Exonhit,,,Investigative
D0V7YK,,Vaxil BioTherapeutics Ltd,,,Investigative
D0V8HK,,Omniox Inc,,,Investigative
D0V8KB,,Curemark LLC,,,Investigative
D0V8PQ,,NeuroGeneration Inc,,,Investigative
D0V9BX,,TARIS Biomedical Inc,,,Investigative
D0V9MO,,,Analgesics,,Investigative
D0V9MV,,Boehringer Ingelheim Corp,,,Investigative
D0V9UR,,University of Pennsylvania,,,Investigative
D0VB2K,,Seoul Pharma Co Ltd,,,Investigative
D0VC3H,,Protheon Inc,,,Investigative
D0VC4F,,Human Genome Sciences Inc,,,Investigative
D0VC8H,,Kereos Inc,,,Investigative
D0VC8T,,Allozyne Inc,,,Investigative
D0VD5X,,Kereos Inc,,,Investigative
D0VE4O,,Bayer AG,,,Investigative
D0VG0G,,Haemostatix Ltd,,,Investigative
D0VH9C,,ProteoTech Inc,,,Investigative
D0VM8B,,NeuroTherapeutics Pharma Inc,,,Investigative
D0VN2N,,University of Manchester,,,Investigative
D0VN4W,,ForHumanTech Co Ltd,,,Investigative
D0VN6O,,EyeRx Research Inc,,,Investigative
D0VO5V,,Neuren Pharmaceuticals Ltd,,,Investigative
D0VP7D,,Histocell Sl,,,Investigative
D0VS1P,,Dr Reddy's Laboratories Ltd,,,Investigative
D0VV2D,,Karolinska Institute,,,Investigative
D0VV5X,,Santaris Pharma A/S,,,Investigative
D0VW7E,,Futura Medical plc,,,Investigative
D0W0BN,,NovelMed Therapeutics Inc,,,Investigative
D0W0HZ,,Technophage SA,,,Investigative
D0W0JJ,,Akebia Therapeutics Inc,,,Investigative
D0W0UU,,Celprogen Inc,,,Investigative
D0W0UW,,Charlesson LLC,,,Investigative
D0W1YX,,Bolder BioTechnology Inc,,,Investigative
D0W1YZ,,Bionovo Inc,,,Investigative
D0W2EG,,Adenosine Therapeutics LLC,,,Investigative
D0W2FN,,Bolder BioTechnology Inc,,,Investigative
D0W2KG,,Mayo Foundation,,,Investigative
D0W2NZ,,VectorLogics Inc,,,Investigative
D0W2SX,,Noscira SA,,,Investigative
D0W2VS,,REGiMMUNE Corp,,,Investigative
D0W2ZX,,Pfizer Inc,,,Investigative
D0W3JA,,Lacer SA,,,Investigative
D0W3NR,,Beta-Cell NV,,,Investigative
D0W3SX,,Addex Pharmaceuticals SA,,,Investigative
D0W3TC,,Immunotech Laboratories Inc,,,Investigative
